State,Year,Quarter,District,RegisteredUser
tamil-nadu,2020,3,theni district,150319
tamil-nadu,2020,3,ranipet district,203081
tamil-nadu,2020,3,namakkal district,246708
tamil-nadu,2020,3,vellore district,283896
tamil-nadu,2020,3,thiruvarur district,103424
tamil-nadu,2020,4,tiruchirappalli district,487716
tamil-nadu,2020,4,ramanathapuram district,145999
tamil-nadu,2020,4,krishnagiri district,545815
tamil-nadu,2020,4,cuddalore district,369293
tamil-nadu,2020,4,kancheepuram district,829207
tamil-nadu,2020,4,tiruppur district,710489
tamil-nadu,2020,4,dharmapuri district,282824
tamil-nadu,2020,4,thoothukkudi district,229630
tamil-nadu,2020,4,thanjavur district,313862
tamil-nadu,2020,4,madurai district,582252
tamil-nadu,2020,4,tiruvannamalai district,339997
tamil-nadu,2020,4,salem district,638883
tamil-nadu,2020,4,nagapattinam district,157944
tamil-nadu,2020,4,tirupathur district,222641
tamil-nadu,2020,4,ariyalur district,92841
tamil-nadu,2020,4,chennai district,1731527
tamil-nadu,2020,4,the nilgiris district,122548
tamil-nadu,2020,4,erode district,414616
tamil-nadu,2020,4,karur district,155208
tamil-nadu,2020,4,kallakkurichi district,212502
tamil-nadu,2020,4,viluppuram district,265349
tamil-nadu,2020,4,pudukkottai district,163394
tamil-nadu,2020,4,perambalur district,78324
tamil-nadu,2020,4,coimbatore district,1205249
tamil-nadu,2020,4,virudhunagar district,241382
tamil-nadu,2020,4,dindigul district,307925
tamil-nadu,2020,4,sivaganga district,166798
tamil-nadu,2020,4,tenkasi district,142862
tamil-nadu,2020,4,chengalpattu district,1170720
tamil-nadu,2020,4,kanniyakumari district,262708
tamil-nadu,2020,4,tirunelveli district,237977
tamil-nadu,2020,4,thiruvallur district,1408348
tamil-nadu,2020,4,theni district,171990
tamil-nadu,2020,4,ranipet district,229732
tamil-nadu,2020,4,namakkal district,280271
tamil-nadu,2020,4,vellore district,319993
tamil-nadu,2020,4,thiruvarur district,118770
tamil-nadu,2021,1,tiruchirappalli district,527667
tamil-nadu,2021,1,ramanathapuram district,158933
tamil-nadu,2021,1,krishnagiri district,592655
tamil-nadu,2021,1,cuddalore district,401780
tamil-nadu,2021,1,kancheepuram district,895950
tamil-nadu,2021,1,tiruppur district,772074
tamil-nadu,2021,1,dharmapuri district,306834
tamil-nadu,2021,1,thoothukkudi district,249036
tamil-nadu,2021,1,thanjavur district,340874
tamil-nadu,2021,1,madurai district,630685
tamil-nadu,2021,1,tiruvannamalai district,369304
tamil-nadu,2021,1,salem district,693137
tamil-nadu,2021,1,nagapattinam district,172162
tamil-nadu,2021,1,tirupathur district,242300
tamil-nadu,2021,1,ariyalur district,101107
tamil-nadu,2021,1,chennai district,1865001
tamil-nadu,2021,1,the nilgiris district,132909
tamil-nadu,2021,1,erode district,449675
tamil-nadu,2021,1,karur district,168402
tamil-nadu,2021,1,kallakkurichi district,231208
tamil-nadu,2021,1,viluppuram district,287910
tamil-nadu,2021,1,pudukkottai district,178074
tamil-nadu,2021,1,perambalur district,85113
tamil-nadu,2021,1,coimbatore district,1304141
tamil-nadu,2021,1,virudhunagar district,262406
tamil-nadu,2021,1,dindigul district,334350
tamil-nadu,2021,1,sivaganga district,181917
tamil-nadu,2021,1,tenkasi district,155104
tamil-nadu,2021,1,chengalpattu district,1259678
tamil-nadu,2021,1,kanniyakumari district,284941
tamil-nadu,2021,1,tirunelveli district,258947
tamil-nadu,2021,1,thiruvallur district,1522407
tamil-nadu,2021,1,theni district,187104
tamil-nadu,2021,1,ranipet district,248923
tamil-nadu,2021,1,namakkal district,304004
tamil-nadu,2021,1,vellore district,346428
tamil-nadu,2021,1,thiruvarur district,129468
tamil-nadu,2021,2,tiruchirappalli district,565156
tamil-nadu,2021,2,ramanathapuram district,170759
tamil-nadu,2021,2,krishnagiri district,635191
tamil-nadu,2021,2,cuddalore district,430763
tamil-nadu,2021,2,kancheepuram district,957182
tamil-nadu,2021,2,tiruppur district,828168
tamil-nadu,2021,2,dharmapuri district,329355
tamil-nadu,2021,2,thoothukkudi district,267294
tamil-nadu,2021,2,thanjavur district,365299
tamil-nadu,2021,2,madurai district,675035
tamil-nadu,2021,2,tiruvannamalai district,396885
tamil-nadu,2021,2,salem district,742566
tamil-nadu,2021,2,nagapattinam district,184857
tamil-nadu,2021,2,tirupathur district,259721
tamil-nadu,2021,2,ariyalur district,108556
tamil-nadu,2021,2,chennai district,1988355
tamil-nadu,2021,2,the nilgiris district,142446
tamil-nadu,2021,2,erode district,482323
tamil-nadu,2021,2,karur district,181017
tamil-nadu,2021,2,kallakkurichi district,248488
tamil-nadu,2021,2,viluppuram district,309150
tamil-nadu,2021,2,pudukkottai district,191659
tamil-nadu,2021,2,perambalur district,91400
tamil-nadu,2021,2,coimbatore district,1393621
tamil-nadu,2021,2,virudhunagar district,281847
tamil-nadu,2021,2,dindigul district,358919
tamil-nadu,2021,2,sivaganga district,195549
tamil-nadu,2021,2,tenkasi district,166417
tamil-nadu,2021,2,chengalpattu district,1344163
tamil-nadu,2021,2,kanniyakumari district,305185
tamil-nadu,2021,2,tirunelveli district,277572
tamil-nadu,2021,2,thiruvallur district,1626966
tamil-nadu,2021,2,theni district,200555
tamil-nadu,2021,2,ranipet district,266500
tamil-nadu,2021,2,namakkal district,326094
tamil-nadu,2021,2,vellore district,370600
tamil-nadu,2021,2,thiruvarur district,138929
tamil-nadu,2021,3,tiruchirappalli district,607438
tamil-nadu,2021,3,ramanathapuram district,184592
tamil-nadu,2021,3,krishnagiri district,683549
tamil-nadu,2021,3,cuddalore district,463831
tamil-nadu,2021,3,kancheepuram district,1025651
tamil-nadu,2021,3,tiruppur district,891753
tamil-nadu,2021,3,dharmapuri district,355076
tamil-nadu,2021,3,thoothukkudi district,288108
tamil-nadu,2021,3,thanjavur district,392930
tamil-nadu,2021,3,madurai district,725021
tamil-nadu,2021,3,tiruvannamalai district,428728
tamil-nadu,2021,3,salem district,798213
tamil-nadu,2021,3,nagapattinam district,199299
tamil-nadu,2021,3,tirupathur district,279522
tamil-nadu,2021,3,ariyalur district,117383
tamil-nadu,2021,3,chennai district,2124347
tamil-nadu,2021,3,the nilgiris district,153030
tamil-nadu,2021,3,erode district,519095
tamil-nadu,2021,3,karur district,195366
tamil-nadu,2021,3,kallakkurichi district,268553
tamil-nadu,2021,3,viluppuram district,333349
tamil-nadu,2021,3,pudukkottai district,207359
tamil-nadu,2021,3,perambalur district,98707
tamil-nadu,2021,3,coimbatore district,1494350
tamil-nadu,2021,3,virudhunagar district,303934
tamil-nadu,2021,3,dindigul district,386724
tamil-nadu,2021,3,sivaganga district,211419
tamil-nadu,2021,3,tenkasi district,179448
tamil-nadu,2021,3,chengalpattu district,1438295
tamil-nadu,2021,3,kanniyakumari district,327767
tamil-nadu,2021,3,tirunelveli district,298663
tamil-nadu,2021,3,thiruvallur district,1744228
tamil-nadu,2021,3,theni district,215932
tamil-nadu,2021,3,ranipet district,286775
tamil-nadu,2021,3,namakkal district,351110
tamil-nadu,2021,3,vellore district,397837
tamil-nadu,2021,3,thiruvarur district,150058
tamil-nadu,2021,4,tiruchirappalli district,649095
tamil-nadu,2021,4,ramanathapuram district,197871
tamil-nadu,2021,4,krishnagiri district,731018
tamil-nadu,2021,4,cuddalore district,496175
tamil-nadu,2021,4,kancheepuram district,1094222
tamil-nadu,2021,4,tiruppur district,954674
tamil-nadu,2021,4,dharmapuri district,380374
tamil-nadu,2021,4,thoothukkudi district,308403
tamil-nadu,2021,4,thanjavur district,419975
tamil-nadu,2021,4,madurai district,774490
tamil-nadu,2021,4,tiruvannamalai district,459291
tamil-nadu,2021,4,salem district,853064
tamil-nadu,2021,4,nagapattinam district,213351
tamil-nadu,2021,4,tirupathur district,298708
tamil-nadu,2021,4,ariyalur district,125914
tamil-nadu,2021,4,chennai district,2261346
tamil-nadu,2021,4,the nilgiris district,163376
tamil-nadu,2021,4,erode district,555089
tamil-nadu,2021,4,karur district,209536
tamil-nadu,2021,4,kallakkurichi district,287987
tamil-nadu,2021,4,viluppuram district,356755
tamil-nadu,2021,4,pudukkottai district,222558
tamil-nadu,2021,4,perambalur district,105814
tamil-nadu,2021,4,coimbatore district,1594082
tamil-nadu,2021,4,virudhunagar district,325642
tamil-nadu,2021,4,dindigul district,414158
tamil-nadu,2021,4,sivaganga district,226759
tamil-nadu,2021,4,tenkasi district,192159
tamil-nadu,2021,4,chengalpattu district,1532535
tamil-nadu,2021,4,kanniyakumari district,350058
tamil-nadu,2021,4,tirunelveli district,319265
tamil-nadu,2021,4,thiruvallur district,1860992
tamil-nadu,2021,4,theni district,231118
tamil-nadu,2021,4,ranipet district,306295
tamil-nadu,2021,4,namakkal district,375908
tamil-nadu,2021,4,vellore district,424585
tamil-nadu,2021,4,thiruvarur district,160500
tamil-nadu,2022,1,tiruchirappalli district,688562
tamil-nadu,2022,1,ramanathapuram district,210698
tamil-nadu,2022,1,krishnagiri district,776101
tamil-nadu,2022,1,cuddalore district,527223
tamil-nadu,2022,1,kancheepuram district,1158719
tamil-nadu,2022,1,tiruppur district,1014036
tamil-nadu,2022,1,dharmapuri district,404709
tamil-nadu,2022,1,thoothukkudi district,327607
tamil-nadu,2022,1,thanjavur district,445883
tamil-nadu,2022,1,madurai district,820952
tamil-nadu,2022,1,tiruvannamalai district,489026
tamil-nadu,2022,1,salem district,905104
tamil-nadu,2022,1,nagapattinam district,226781
tamil-nadu,2022,1,tirupathur district,317064
tamil-nadu,2022,1,ariyalur district,134075
tamil-nadu,2022,1,chennai district,2388315
tamil-nadu,2022,1,the nilgiris district,173188
tamil-nadu,2022,1,erode district,589462
tamil-nadu,2022,1,karur district,222853
tamil-nadu,2022,1,kallakkurichi district,306623
tamil-nadu,2022,1,viluppuram district,379264
tamil-nadu,2022,1,pudukkottai district,237115
tamil-nadu,2022,1,perambalur district,112667
tamil-nadu,2022,1,coimbatore district,1687096
tamil-nadu,2022,1,virudhunagar district,346363
tamil-nadu,2022,1,dindigul district,440072
tamil-nadu,2022,1,sivaganga district,241188
tamil-nadu,2022,1,tenkasi district,204182
tamil-nadu,2022,1,chengalpattu district,1621177
tamil-nadu,2022,1,kanniyakumari district,370820
tamil-nadu,2022,1,tirunelveli district,338716
tamil-nadu,2022,1,thiruvallur district,1970646
tamil-nadu,2022,1,theni district,245438
tamil-nadu,2022,1,ranipet district,325358
tamil-nadu,2022,1,namakkal district,399282
tamil-nadu,2022,1,vellore district,449961
tamil-nadu,2022,1,thiruvarur district,170694
tamil-nadu,2022,2,tiruchirappalli district,725751
tamil-nadu,2022,2,ramanathapuram district,222241
tamil-nadu,2022,2,krishnagiri district,818552
tamil-nadu,2022,2,cuddalore district,556402
tamil-nadu,2022,2,kancheepuram district,1220237
tamil-nadu,2022,2,tiruppur district,1070480
tamil-nadu,2022,2,dharmapuri district,427150
tamil-nadu,2022,2,thoothukkudi district,345560
tamil-nadu,2022,2,thanjavur district,470070
tamil-nadu,2022,2,madurai district,864806
tamil-nadu,2022,2,tiruvannamalai district,516276
tamil-nadu,2022,2,salem district,954155
tamil-nadu,2022,2,nagapattinam district,239174
tamil-nadu,2022,2,tirupathur district,334378
tamil-nadu,2022,2,ariyalur district,141760
tamil-nadu,2022,2,chennai district,2509588
tamil-nadu,2022,2,the nilgiris district,182412
tamil-nadu,2022,2,erode district,621587
tamil-nadu,2022,2,karur district,235178
tamil-nadu,2022,2,kallakkurichi district,324021
tamil-nadu,2022,2,viluppuram district,400301
tamil-nadu,2022,2,pudukkottai district,250443
tamil-nadu,2022,2,perambalur district,118807
tamil-nadu,2022,2,coimbatore district,1775760
tamil-nadu,2022,2,virudhunagar district,365515
tamil-nadu,2022,2,dindigul district,464161
tamil-nadu,2022,2,sivaganga district,254519
tamil-nadu,2022,2,tenkasi district,215290
tamil-nadu,2022,2,chengalpattu district,1704864
tamil-nadu,2022,2,kanniyakumari district,390775
tamil-nadu,2022,2,tirunelveli district,356993
tamil-nadu,2022,2,thiruvallur district,2075274
tamil-nadu,2022,2,theni district,258803
tamil-nadu,2022,2,ranipet district,343090
tamil-nadu,2022,2,namakkal district,421279
tamil-nadu,2022,2,vellore district,473994
tamil-nadu,2022,2,thiruvarur district,180074
tamil-nadu,2022,3,tiruchirappalli district,763327
tamil-nadu,2022,3,ramanathapuram district,233402
tamil-nadu,2022,3,krishnagiri district,862231
tamil-nadu,2022,3,cuddalore district,586020
tamil-nadu,2022,3,kancheepuram district,1284243
tamil-nadu,2022,3,tiruppur district,1128474
tamil-nadu,2022,3,dharmapuri district,450260
tamil-nadu,2022,3,thoothukkudi district,363372
tamil-nadu,2022,3,thanjavur district,494223
tamil-nadu,2022,3,madurai district,910111
tamil-nadu,2022,3,tiruvannamalai district,543589
tamil-nadu,2022,3,salem district,1005031
tamil-nadu,2022,3,nagapattinam district,251603
tamil-nadu,2022,3,tirupathur district,352443
tamil-nadu,2022,3,ariyalur district,149084
tamil-nadu,2022,3,chennai district,2635738
tamil-nadu,2022,3,the nilgiris district,191664
tamil-nadu,2022,3,erode district,654373
tamil-nadu,2022,3,karur district,247251
tamil-nadu,2022,3,kallakkurichi district,341416
tamil-nadu,2022,3,viluppuram district,421487
tamil-nadu,2022,3,pudukkottai district,262926
tamil-nadu,2022,3,perambalur district,124952
tamil-nadu,2022,3,coimbatore district,1867655
tamil-nadu,2022,3,virudhunagar district,384815
tamil-nadu,2022,3,dindigul district,488441
tamil-nadu,2022,3,sivaganga district,267326
tamil-nadu,2022,3,tenkasi district,226380
tamil-nadu,2022,3,chengalpattu district,1791530
tamil-nadu,2022,3,kanniyakumari district,411655
tamil-nadu,2022,3,tirunelveli district,375362
tamil-nadu,2022,3,thiruvallur district,2183990
tamil-nadu,2022,3,theni district,272745
tamil-nadu,2022,3,ranipet district,361284
tamil-nadu,2022,3,namakkal district,443273
tamil-nadu,2022,3,vellore district,499041
tamil-nadu,2022,3,thiruvarur district,189247
tamil-nadu,2022,4,tiruchirappalli district,798742
tamil-nadu,2022,4,ramanathapuram district,242901
tamil-nadu,2022,4,krishnagiri district,902906
tamil-nadu,2022,4,cuddalore district,612577
tamil-nadu,2022,4,kancheepuram district,1346845
tamil-nadu,2022,4,tiruppur district,1183174
tamil-nadu,2022,4,dharmapuri district,471109
tamil-nadu,2022,4,thoothukkudi district,378714
tamil-nadu,2022,4,thanjavur district,515959
tamil-nadu,2022,4,madurai district,953739
tamil-nadu,2022,4,tiruvannamalai district,567805
tamil-nadu,2022,4,salem district,1052099
tamil-nadu,2022,4,nagapattinam district,262020
tamil-nadu,2022,4,tirupathur district,369186
tamil-nadu,2022,4,ariyalur district,155220
tamil-nadu,2022,4,chennai district,2763151
tamil-nadu,2022,4,the nilgiris district,199839
tamil-nadu,2022,4,erode district,684126
tamil-nadu,2022,4,karur district,258049
tamil-nadu,2022,4,kallakkurichi district,356553
tamil-nadu,2022,4,viluppuram district,440319
tamil-nadu,2022,4,pudukkottai district,273282
tamil-nadu,2022,4,perambalur district,130138
tamil-nadu,2022,4,coimbatore district,1955681
tamil-nadu,2022,4,virudhunagar district,402140
tamil-nadu,2022,4,dindigul district,510056
tamil-nadu,2022,4,sivaganga district,278300
tamil-nadu,2022,4,tenkasi district,236123
tamil-nadu,2022,4,chengalpattu district,1876163
tamil-nadu,2022,4,kanniyakumari district,430646
tamil-nadu,2022,4,tirunelveli district,391902
tamil-nadu,2022,4,thiruvallur district,2290089
tamil-nadu,2022,4,theni district,285305
tamil-nadu,2022,4,ranipet district,378016
tamil-nadu,2022,4,namakkal district,463431
tamil-nadu,2022,4,vellore district,522921
tamil-nadu,2022,4,thiruvarur district,196886
tamil-nadu,2023,1,tiruchirappalli district,834366
tamil-nadu,2023,1,ramanathapuram district,253860
tamil-nadu,2023,1,krishnagiri district,944553
tamil-nadu,2023,1,cuddalore district,640477
tamil-nadu,2023,1,kancheepuram district,1408216
tamil-nadu,2023,1,tiruppur district,1237941
tamil-nadu,2023,1,dharmapuri district,493000
tamil-nadu,2023,1,thoothukkudi district,395704
tamil-nadu,2023,1,thanjavur district,539170
tamil-nadu,2023,1,madurai district,996514
tamil-nadu,2023,1,tiruvannamalai district,593924
tamil-nadu,2023,1,salem district,1100202
tamil-nadu,2023,1,nagapattinam district,273807
tamil-nadu,2023,1,tirupathur district,386067
tamil-nadu,2023,1,ariyalur district,162294
tamil-nadu,2023,1,chennai district,2885933
tamil-nadu,2023,1,the nilgiris district,208529
tamil-nadu,2023,1,erode district,715174
tamil-nadu,2023,1,karur district,269769
tamil-nadu,2023,1,kallakkurichi district,373516
tamil-nadu,2023,1,viluppuram district,460488
tamil-nadu,2023,1,pudukkottai district,285472
tamil-nadu,2023,1,perambalur district,135997
tamil-nadu,2023,1,coimbatore district,2042019
tamil-nadu,2023,1,virudhunagar district,420518
tamil-nadu,2023,1,dindigul district,533017
tamil-nadu,2023,1,sivaganga district,290846
tamil-nadu,2023,1,tenkasi district,246959
tamil-nadu,2023,1,chengalpattu district,1959401
tamil-nadu,2023,1,kanniyakumari district,449614
tamil-nadu,2023,1,tirunelveli district,409319
tamil-nadu,2023,1,thiruvallur district,2393917
tamil-nadu,2023,1,theni district,298400
tamil-nadu,2023,1,ranipet district,395142
tamil-nadu,2023,1,namakkal district,484476
tamil-nadu,2023,1,vellore district,546340
tamil-nadu,2023,1,thiruvarur district,205722
tamil-nadu,2023,2,tiruchirappalli district,868289
tamil-nadu,2023,2,ramanathapuram district,265163
tamil-nadu,2023,2,krishnagiri district,983032
tamil-nadu,2023,2,cuddalore district,667331
tamil-nadu,2023,2,kancheepuram district,1461910
tamil-nadu,2023,2,tiruppur district,1289806
tamil-nadu,2023,2,dharmapuri district,514426
tamil-nadu,2023,2,thoothukkudi district,412660
tamil-nadu,2023,2,thanjavur district,561553
tamil-nadu,2023,2,madurai district,1035842
tamil-nadu,2023,2,tiruvannamalai district,620344
tamil-nadu,2023,2,salem district,1144842
tamil-nadu,2023,2,nagapattinam district,285689
tamil-nadu,2023,2,tirupathur district,401833
tamil-nadu,2023,2,ariyalur district,169724
tamil-nadu,2023,2,chennai district,2987502
tamil-nadu,2023,2,the nilgiris district,216942
tamil-nadu,2023,2,erode district,744174
tamil-nadu,2023,2,karur district,281602
tamil-nadu,2023,2,kallakkurichi district,390043
tamil-nadu,2023,2,viluppuram district,480472
tamil-nadu,2023,2,pudukkottai district,298522
tamil-nadu,2023,2,perambalur district,141956
tamil-nadu,2023,2,coimbatore district,2118883
tamil-nadu,2023,2,virudhunagar district,438503
tamil-nadu,2023,2,dindigul district,555767
tamil-nadu,2023,2,sivaganga district,303622
tamil-nadu,2023,2,tenkasi district,257531
tamil-nadu,2023,2,chengalpattu district,2031529
tamil-nadu,2023,2,kanniyakumari district,467421
tamil-nadu,2023,2,tirunelveli district,426271
tamil-nadu,2023,2,thiruvallur district,2484893
tamil-nadu,2023,2,theni district,310669
tamil-nadu,2023,2,ranipet district,411524
tamil-nadu,2023,2,namakkal district,504722
tamil-nadu,2023,2,vellore district,567827
tamil-nadu,2023,2,thiruvarur district,214780
telangana,2018,1,narayanpet district,13945
telangana,2018,1,nalgonda district,84459
telangana,2018,1,jangaon district,30373
telangana,2018,1,bhadradri kothagudem district,57366
telangana,2018,1,warangal rural district,36701
telangana,2018,1,kumuram bheem asifabad district,13448
telangana,2018,1,nizamabad district,77516
telangana,2018,1,adilabad district,20180
telangana,2018,1,rajanna sircilla district,32891
telangana,2018,1,nagarkurnool district,32570
telangana,2018,1,peddapalle district,67418
telangana,2018,1,nirmal district,25519
telangana,2018,1,mahabubabad district,32847
telangana,2018,1,sangareddy district,142807
telangana,2018,1,wanaparthy district,20785
telangana,2018,1,vikarabad district,29719
telangana,2018,1,jagtial district,51382
telangana,2018,1,yadadri bhuvanagiri district,45267
telangana,2018,1,medak district,29694
telangana,2018,1,mahbubnagar district,45445
telangana,2018,1,jaya shankar bhalupally district,21824
telangana,2018,1,warangal urban district,133840
telangana,2018,1,rangareddy district,635175
telangana,2018,1,hyderabad district,655175
telangana,2018,1,suryapet district,52906
telangana,2018,1,jogulamba gadwal district,21686
telangana,2018,1,kamareddy district,38028
telangana,2018,1,mulugu district,10977
telangana,2018,1,medchal malkajgiri district,549429
telangana,2018,1,karimnagar district,100028
telangana,2018,1,mancherial district,59684
telangana,2018,1,siddipet district,61535
telangana,2018,1,khammam district,84941
telangana,2018,2,narayanpet district,19241
telangana,2018,2,nalgonda district,110668
telangana,2018,2,jangaon district,39257
telangana,2018,2,bhadradri kothagudem district,76720
telangana,2018,2,warangal rural district,47143
telangana,2018,2,kumuram bheem asifabad district,18419
telangana,2018,2,nizamabad district,100652
telangana,2018,2,adilabad district,27059
telangana,2018,2,rajanna sircilla district,41914
telangana,2018,2,nagarkurnool district,44394
telangana,2018,2,peddapalle district,86033
telangana,2018,2,nirmal district,33477
telangana,2018,2,mahabubabad district,42930
telangana,2018,2,sangareddy district,182673
telangana,2018,2,wanaparthy district,28072
telangana,2018,2,vikarabad district,39810
telangana,2018,2,jagtial district,64462
telangana,2018,2,yadadri bhuvanagiri district,58409
telangana,2018,2,medak district,38843
telangana,2018,2,mahbubnagar district,60718
telangana,2018,2,jaya shankar bhalupally district,28820
telangana,2018,2,warangal urban district,171260
telangana,2018,2,rangareddy district,804959
telangana,2018,2,hyderabad district,842483
telangana,2018,2,suryapet district,69474
telangana,2018,2,jogulamba gadwal district,28719
telangana,2018,2,kamareddy district,49421
telangana,2018,2,mulugu district,14542
telangana,2018,2,medchal malkajgiri district,696211
telangana,2018,2,karimnagar district,126122
telangana,2018,2,mancherial district,76358
telangana,2018,2,siddipet district,79491
telangana,2018,2,khammam district,111361
telangana,2018,3,narayanpet district,24511
telangana,2018,3,nalgonda district,134723
telangana,2018,3,jangaon district,47948
telangana,2018,3,bhadradri kothagudem district,94215
telangana,2018,3,warangal rural district,57086
telangana,2018,3,kumuram bheem asifabad district,23354
telangana,2018,3,nizamabad district,120650
telangana,2018,3,adilabad district,33800
telangana,2018,3,rajanna sircilla district,50080
telangana,2018,3,nagarkurnool district,56759
telangana,2018,3,peddapalle district,102365
telangana,2018,3,nirmal district,41370
telangana,2018,3,mahabubabad district,52527
telangana,2018,3,sangareddy district,220802
telangana,2018,3,wanaparthy district,35054
telangana,2018,3,vikarabad district,50915
telangana,2018,3,jagtial district,76056
telangana,2018,3,yadadri bhuvanagiri district,71205
telangana,2018,3,medak district,48256
telangana,2018,3,mahbubnagar district,74581
telangana,2018,3,jaya shankar bhalupally district,35388
telangana,2018,3,warangal urban district,199919
telangana,2018,3,rangareddy district,963186
telangana,2018,3,hyderabad district,1024241
telangana,2018,3,suryapet district,85201
telangana,2018,3,jogulamba gadwal district,35851
telangana,2018,3,kamareddy district,61083
telangana,2018,3,mulugu district,17937
telangana,2018,3,medchal malkajgiri district,828425
telangana,2018,3,karimnagar district,148562
telangana,2018,3,mancherial district,90605
telangana,2018,3,siddipet district,96493
telangana,2018,3,khammam district,135353
telangana,2018,4,narayanpet district,31824
telangana,2018,4,nalgonda district,171002
telangana,2018,4,jangaon district,61250
telangana,2018,4,bhadradri kothagudem district,117947
telangana,2018,4,warangal rural district,71132
telangana,2018,4,kumuram bheem asifabad district,29816
telangana,2018,4,nizamabad district,150190
telangana,2018,4,adilabad district,43214
telangana,2018,4,rajanna sircilla district,61982
telangana,2018,4,nagarkurnool district,74363
telangana,2018,4,peddapalle district,124191
telangana,2018,4,nirmal district,51412
telangana,2018,4,mahabubabad district,65709
telangana,2018,4,sangareddy district,281038
telangana,2018,4,wanaparthy district,44681
telangana,2018,4,vikarabad district,65959
telangana,2018,4,jagtial district,95149
telangana,2018,4,yadadri bhuvanagiri district,90727
telangana,2018,4,medak district,62676
telangana,2018,4,mahbubnagar district,94570
telangana,2018,4,jaya shankar bhalupally district,43485
telangana,2018,4,warangal urban district,249500
telangana,2018,4,rangareddy district,1217664
telangana,2018,4,hyderabad district,1336872
telangana,2018,4,suryapet district,107039
telangana,2018,4,jogulamba gadwal district,45841
telangana,2018,4,kamareddy district,77613
telangana,2018,4,mulugu district,22206
telangana,2018,4,medchal malkajgiri district,1056739
telangana,2018,4,karimnagar district,182600
telangana,2018,4,mancherial district,110062
telangana,2018,4,siddipet district,122741
telangana,2018,4,khammam district,168485
telangana,2019,1,narayanpet district,40074
telangana,2019,1,nalgonda district,211184
telangana,2019,1,jangaon district,75697
telangana,2019,1,bhadradri kothagudem district,143331
telangana,2019,1,warangal rural district,86129
telangana,2019,1,kumuram bheem asifabad district,36654
telangana,2019,1,nizamabad district,186351
telangana,2019,1,adilabad district,52692
telangana,2019,1,rajanna sircilla district,74849
telangana,2019,1,nagarkurnool district,93752
telangana,2019,1,peddapalle district,146982
telangana,2019,1,nirmal district,62468
telangana,2019,1,mahabubabad district,80528
telangana,2019,1,sangareddy district,346529
telangana,2019,1,wanaparthy district,56006
telangana,2019,1,vikarabad district,82823
telangana,2019,1,jagtial district,114424
telangana,2019,1,yadadri bhuvanagiri district,112847
telangana,2019,1,medak district,79145
telangana,2019,1,mahbubnagar district,117364
telangana,2019,1,jaya shankar bhalupally district,52428
telangana,2019,1,warangal urban district,301881
telangana,2019,1,rangareddy district,1470874
telangana,2019,1,hyderabad district,1638436
telangana,2019,1,suryapet district,131272
telangana,2019,1,jogulamba gadwal district,57206
telangana,2019,1,kamareddy district,96369
telangana,2019,1,mulugu district,27532
telangana,2019,1,medchal malkajgiri district,1279531
telangana,2019,1,karimnagar district,218609
telangana,2019,1,mancherial district,131128
telangana,2019,1,siddipet district,152281
telangana,2019,1,khammam district,206049
telangana,2019,2,narayanpet district,46909
telangana,2019,2,nalgonda district,243227
telangana,2019,2,jangaon district,87261
telangana,2019,2,bhadradri kothagudem district,166124
telangana,2019,2,warangal rural district,99395
telangana,2019,2,kumuram bheem asifabad district,42328
telangana,2019,2,nizamabad district,217841
telangana,2019,2,adilabad district,60912
telangana,2019,2,rajanna sircilla district,85094
telangana,2019,2,nagarkurnool district,110443
telangana,2019,2,peddapalle district,164429
telangana,2019,2,nirmal district,72367
telangana,2019,2,mahabubabad district,93293
telangana,2019,2,sangareddy district,395371
telangana,2019,2,wanaparthy district,65235
telangana,2019,2,vikarabad district,97441
telangana,2019,2,jagtial district,130387
telangana,2019,2,yadadri bhuvanagiri district,130181
telangana,2019,2,medak district,91570
telangana,2019,2,mahbubnagar district,135546
telangana,2019,2,jaya shankar bhalupally district,60052
telangana,2019,2,warangal urban district,342602
telangana,2019,2,rangareddy district,1651300
telangana,2019,2,hyderabad district,1856926
telangana,2019,2,suryapet district,151114
telangana,2019,2,jogulamba gadwal district,66672
telangana,2019,2,kamareddy district,111871
telangana,2019,2,mulugu district,32156
telangana,2019,2,medchal malkajgiri district,1428880
telangana,2019,2,karimnagar district,246886
telangana,2019,2,mancherial district,147346
telangana,2019,2,siddipet district,175413
telangana,2019,2,khammam district,239435
telangana,2019,3,narayanpet district,53512
telangana,2019,3,nalgonda district,274568
telangana,2019,3,jangaon district,97865
telangana,2019,3,bhadradri kothagudem district,187580
telangana,2019,3,warangal rural district,111605
telangana,2019,3,kumuram bheem asifabad district,47616
telangana,2019,3,nizamabad district,248977
telangana,2019,3,adilabad district,68686
telangana,2019,3,rajanna sircilla district,95396
telangana,2019,3,nagarkurnool district,126599
telangana,2019,3,peddapalle district,181084
telangana,2019,3,nirmal district,81523
telangana,2019,3,mahabubabad district,105126
telangana,2019,3,sangareddy district,441944
telangana,2019,3,wanaparthy district,73946
telangana,2019,3,vikarabad district,111704
telangana,2019,3,jagtial district,146602
telangana,2019,3,yadadri bhuvanagiri district,145955
telangana,2019,3,medak district,103294
telangana,2019,3,mahbubnagar district,154856
telangana,2019,3,jaya shankar bhalupally district,67145
telangana,2019,3,warangal urban district,381730
telangana,2019,3,rangareddy district,1826019
